country_code,year,week,rate_14_day,pps
AT,2020,10,1.414422588707406,125
AT,2020,11,11.0146766947372,125
AT,2020,12,43.65776809238607,125
AT,2020,13,90.70124064907964,125
AT,2020,14,91.45856927925368,125
AT,2020,15,55.15134377385098,125
AT,2020,16,28.110256802342462,125
AT,2020,17,12.651842998201678,125
AT,2020,18,8.453123975030875,125
AT,2020,19,6.337058684838693,125
AT,2020,20,6.504116470906497,125
AT,2020,21,6.548665213857912,125
AT,2020,22,5.111968253674798,125
AT,2020,23,4.711029567112068,125
AT,2020,24,4.454874295141436,125
AT,2020,25,4.677618009898508,125
AT,2020,26,6.481842099430789,125
AT,2020,27,10.847618908669396,125
AT,2020,28,13.77669875772489,125
AT,2020,29,15.380453503975808,125
AT,2020,30,18.443179581885545,125
AT,2020,31,18.53227706778837,125
AT,2020,32,16.850562021372482,125
AT,2020,33,24.301339279996533,125
AT,2020,34,37.521178750828746,125
AT,2020,35,42.889302276474176,125
AT,2020,36,46.8430032134122,125
AT,2020,37,69.69650834748776,125
AT,2020,38,102.57348064563156,125
AT,2020,39,109.99084634704204,125
AT,2020,40,114.3009372275914,125
AT,2020,41,145.77462412276563,125
AT,2020,42,193.61997405258467,125
AT,2020,43,313.6231503779572,125
AT,2020,44,555.4671386754478,125
AT,2020,45,850.7139325859465,125
AT,2020,46,1031.4036339968832,125
AT,2020,47,986.0418764866056,125
AT,2020,48,800.1065605931398,125
AT,2020,49,603.7691132205189,125
AT,2020,50,465.1222879699795,125
AT,2020,51,373.4743865331823,125
AT,2020,52,314.69232020879105,125
AT,2020,53,315.52760913913005,125
AT,2021,1,329.1261129250493,122
AT,2021,2,284.9337599172463,122
AT,2021,3,235.03916781166217,122
AT,2021,4,219.05730627784223,122
AT,2021,5,207.4634959247367,122
AT,2021,6,206.85095070915477,122
AT,2021,7,234.82756128264296,122
AT,2021,8,287.3950779653119,122
AT,2021,9,339.58393033289383,122
AT,2021,10,384.5781607138224,122
AT,2021,11,437.6023020117433,122
AT,2021,12,483.0197454507102,122
AT,2021,13,479.7342756580434,122
AT,2021,14,427.3115423899666,122
AT,2021,15,383.0969150106878,122
AT,2021,16,354.7750516793261,122
AT,2021,17,307.1078967213127,122
AT,2021,18,239.9506667220556,122
AT,2021,19,164.29576400481616,122
AT,2021,20,110.1244925758963,122
AT,2021,21,81.37941618649619,122
AT,2021,22,62.123222045747326,122
AT,2021,23,45.7626961968404,122
AT,2021,24,29.93675526335045,122
AT,2021,25,18.743883596807592,122
AT,2021,26,14.623124873801764,122
AT,2021,27,19.155959469108176,122
AT,2021,28,36.58565514884904,122
AT,2021,29,52.63433979709607,122
AT,2021,30,64.48430542217228,122
AT,2021,31,77.1027368631604,122
AT,2021,32,106.5271815825696,122
