country_code,year,week,rate_14_day
GR,2023,47,153.83685816778973
HU,2020,11,0.4025179043060127
HU,2020,12,1.6100716172240508
HU,2020,13,4.179993621639363
HU,2020,14,5.934558845537366
HU,2020,15,10.393218708619353
HU,2020,16,12.736079331118452
HU,2020,17,11.611093393442674
HU,2020,18,10.89894633197819
HU,2020,19,7.25564324941351
HU,2020,20,5.160485952641189
HU,2020,21,4.861177767387999
HU,2020,22,3.684586970185809
HU,2020,23,2.673131723468136
HU,2020,24,1.888737858666675
HU,2020,25,0.959850387191261
HU,2020,26,0.7740728928961782
HU,2020,27,0.8979245557595668
HU,2020,28,1.04241816243352
HU,2020,29,1.517182870076509
HU,2020,30,2.08483632486704
HU,2020,31,2.1467621562987342
HU,2020,32,2.9208350491949124
HU,2020,33,4.149030705923515
HU,2020,34,4.747647076429893
HU,2020,35,12.312919483001876
HU,2020,36,38.8274963076723
HU,2020,37,72.36033402793474
HU,2020,38,102.20858477801136
HU,2020,39,119.32075619696955
HU,2020,40,130.20938155704246
HU,2020,41,145.74244427449244
HU,2020,42,168.1389533089552
HU,2020,43,234.57504946325787
HU,2020,44,361.2856215444096
HU,2020,45,549.1995570238859
HU,2020,46,667.5707838055694
HU,2020,47,652.0274001162142
HU,2020,48,719.0724336129284
HU,2020,49,786.4374172387065
HU,2020,50,688.646208436156
HU,2020,51,525.884481489853
HU,2020,52,338.41434780230384
HU,2020,53,244.75152776186627
HU,2021,1,278.5114268640449
HU,2021,2,246.17582188479523
HU,2021,3,172.97948913253262
HU,2021,4,165.16651340023387
HU,2021,5,177.87162981563648
HU,2021,6,207.6269918185656
HU,2021,7,287.82094352260964
HU,2021,8,455.0310093600894
HU,2021,9,651.9345113690666
HU,2021,10,942.0260687108384
HU,2021,11,1155.1438175830142
HU,2021,12,1206.707393221805
HU,2021,13,1127.39072412971
HU,2021,14,868.695563323807
HU,2021,15,653.9780638063125
HU,2021,16,477.1901360407307
HU,2021,17,319.9398080918484
HU,2021,18,216.6475212637824
HU,2021,19,149.36510541324657
HU,2021,20,102.90008989566527
HU,2021,21,61.56459741500937
HU,2021,22,38.63139784147194
HU,2021,23,25.87467656654292
HU,2021,24,15.904617706040142
HU,2021,25,10.29000898956653
HU,2021,26,6.522854244138462
HU,2021,27,5.129523036925341
HU,2021,28,6.213225086979991
HU,2021,29,7.4620626875191585
HU,2021,30,8.071000029930818
HU,2021,31,7.7304079570565
HU,2021,32,8.855393894732279
HU,2021,33,11.456278814863438
HU,2021,34,17.783034592801535
HU,2021,35,26.49393488085986
HU,2021,36,34.86424309604387
HU,2021,37,46.88817536569784
HU,2021,38,58.36509612437184
HU,2021,39,68.5828583106014
HU,2021,40,84.60100670759964
HU,2021,41,118.825349545516
HU,2021,42,217.30806346572044
HU,2021,43,394.6739656579981
HU,2021,44,613.9430137857222
HU,2021,45,889.8225928139201
HU,2021,46,1194.136449441171
HU,2021,47,1402.3517366583376
HU,2021,48,1361.026565149587
HU,2021,49,1055.0097481579646
HU,2021,50,731.0550819949613
HU,2021,51,478.68667696699663
HU,2021,52,349.66420717906163
HU,2022,1,539.6939418991208
HU,2022,2,887.077214287115
HU,2022,3,1483.8667727662578
HU,2022,4,2117.584768722501
HU,2022,5,2158.930582175062
HU,2022,6,1689.2541136813772
HU,2022,7,1126.2760591639394
HU,2022,8,727.3395321090596
HU,2022,9,476.9630746588145
HU,2022,10,318.7528963227409
HU,2022,11,248.01295488393552
HU,2022,12,269.9140572669447
